
Fecha y Hora: 2024-11-06 17:27:00 | ID Profesor: 12
Fecha y Hora: 2024-12-17 21:23:45 | ID Profesor: 52
Fecha y Hora: 2024-12-17 21:37:11 | ID Profesor: 12
Fecha y Hora: 2024-12-17 21:40:06 | ID Profesor: 35
Fecha y Hora: 2024-12-17 21:45:16 | ID Profesor: 15
Fecha y Hora: 2024-12-17 21:59:59 | ID Profesor: 49
Fecha y Hora: 2024-12-17 22:03:07 | ID Profesor: 35
Fecha y Hora: 2024-12-17 22:04:03 | ID Profesor: 53
Fecha y Hora: 2024-12-18 09:31:43 | ID Profesor: 46
Fecha y Hora: 2024-12-18 14:46:52 | ID Profesor: 62
Fecha y Hora: 2024-12-18 17:08:08 | ID Profesor: 45
Fecha y Hora: 2024-12-18 17:56:52 | ID Profesor: 45
Fecha y Hora: 2024-12-18 17:57:11 | ID Profesor: 46
Fecha y Hora: 2024-12-18 18:20:47 | ID Profesor: 46
Fecha y Hora: 2024-12-18 19:20:02 | ID Profesor: 45
Fecha y Hora: 2024-12-18 19:21:04 | ID Profesor: 53
Fecha y Hora: 2024-12-18 19:24:19 | ID Profesor: 12
Fecha y Hora: 2024-12-18 19:27:00 | ID Profesor: 52
Fecha y Hora: 2024-12-18 19:31:18 | ID Profesor: 15
Fecha y Hora: 2024-12-18 19:33:18 | ID Profesor: 59
Fecha y Hora: 2024-12-18 19:39:50 | ID Profesor: 55
Fecha y Hora: 2024-12-18 19:43:48 | ID Profesor: 12
Fecha y Hora: 2024-12-18 20:01:37 | ID Profesor: 55
Fecha y Hora: 2024-12-18 20:09:00 | ID Profesor: 33
Fecha y Hora: 2024-12-18 20:10:58 | ID Profesor: 33
Fecha y Hora: 2024-12-18 20:11:01 | ID Profesor: 12
Fecha y Hora: 2024-12-18 20:34:51 | ID Profesor: 15
Fecha y Hora: 2024-12-18 20:59:20 | ID Profesor: 33
Fecha y Hora: 2024-12-18 20:59:40 | ID Profesor: 35
Fecha y Hora: 2024-12-18 21:04:30 | ID Profesor: 46
Fecha y Hora: 2024-12-18 21:09:59 | ID Profesor: 35
Fecha y Hora: 2024-12-18 21:15:29 | ID Profesor: 53
Fecha y Hora: 2024-12-18 21:35:08 | ID Profesor: 52
Fecha y Hora: 2024-12-18 22:02:41 | ID Profesor: 53
Fecha y Hora: 2024-12-18 23:20:51 | ID Profesor: 46
Fecha y Hora: 2024-12-19 13:05:39 | ID Profesor: 49
Fecha y Hora: 2024-12-19 18:44:11 | ID Profesor: 55
Fecha y Hora: 2024-12-19 19:07:00 | ID Profesor: 49
Fecha y Hora: 2024-12-19 19:10:22 | ID Profesor: 46
Fecha y Hora: 2024-12-19 19:21:03 | ID Profesor: 51
Fecha y Hora: 2024-12-19 19:21:38 | ID Profesor: 59
Fecha y Hora: 2024-12-19 19:24:13 | ID Profesor: 55
Fecha y Hora: 2024-12-19 19:27:26 | ID Profesor: 15
Fecha y Hora: 2024-12-19 19:52:05 | ID Profesor: 45
Fecha y Hora: 2024-12-19 19:52:07 | ID Profesor: 12
Fecha y Hora: 2024-12-19 19:54:54 | ID Profesor: 53
Fecha y Hora: 2024-12-19 19:55:08 | ID Profesor: 55
Fecha y Hora: 2024-12-19 20:30:53 | ID Profesor: 12
Fecha y Hora: 2024-12-19 20:36:41 | ID Profesor: 34
Fecha y Hora: 2024-12-19 20:40:50 | ID Profesor: 51
Fecha y Hora: 2024-12-19 20:53:49 | ID Profesor: 53
Fecha y Hora: 2024-12-19 20:54:48 | ID Profesor: 12
Fecha y Hora: 2024-12-19 21:05:15 | ID Profesor: 26
Fecha y Hora: 2024-12-19 21:45:45 | ID Profesor: 53
Fecha y Hora: 2024-12-19 21:54:18 | ID Profesor: 53
Fecha y Hora: 2024-12-19 21:54:18 | ID Profesor: 53
Fecha y Hora: 2024-12-20 02:20:29 | ID Profesor: 46
Fecha y Hora: 2024-12-20 10:46:50 | ID Profesor: 12
Fecha y Hora: 2024-12-20 19:02:09 | ID Profesor: 45
Fecha y Hora: 2024-12-20 19:03:08 | ID Profesor: 49
Fecha y Hora: 2024-12-20 21:36:17 | ID Profesor: 46
Fecha y Hora: 2024-12-20 23:33:14 | ID Profesor: 12
Fecha y Hora: 2024-12-21 19:38:29 | ID Profesor: 46
Fecha y Hora: 2024-12-22 11:05:02 | ID Profesor: 34
Fecha y Hora: 2024-12-22 21:57:11 | ID Profesor: 46
Fecha y Hora: 2024-12-25 13:54:24 | ID Profesor: 12
Fecha y Hora: 2024-12-26 08:58:04 | ID Profesor: 46
Fecha y Hora: 2024-12-27 02:04:49 | ID Profesor: 49
Fecha y Hora: 2024-12-27 13:32:42 | ID Profesor: 46
Fecha y Hora: 2024-12-27 19:11:17 | ID Profesor: 46
Fecha y Hora: 2024-12-29 20:27:55 | ID Profesor: 46
Fecha y Hora: 2024-12-30 20:35:02 | ID Profesor: 46
Fecha y Hora: 2025-01-01 02:13:59 | ID Profesor: 12
Fecha y Hora: 2025-01-01 02:37:41 | ID Profesor: 12
Fecha y Hora: 2025-01-01 17:40:43 | ID Profesor: 46
Fecha y Hora: 2025-01-01 17:40:44 | ID Profesor: 46
Fecha y Hora: 2025-01-02 17:17:57 | ID Profesor: 46
Fecha y Hora: 2025-01-03 10:11:38 | ID Profesor: 12
Fecha y Hora: 2025-01-03 12:30:54 | ID Profesor: 46
Fecha y Hora: 2025-01-05 16:31:45 | ID Profesor: 26
Fecha y Hora: 2025-01-07 23:44:47 | ID Profesor: 12
Fecha y Hora: 2025-01-25 18:17:40 | ID Profesor: 12
Fecha y Hora: 2025-01-30 08:55:08 | ID Profesor: 12
Fecha y Hora: 2025-01-30 10:01:08 | ID Profesor: 12
Fecha y Hora: 2025-02-05 08:10:54 | ID Profesor: 12
Fecha y Hora: 2025-02-05 09:20:13 | ID Profesor: 12
Fecha y Hora: 2025-02-05 10:40:15 | ID Profesor: 12
Fecha y Hora: 2025-02-05 10:40:48 | ID Profesor: 12
Fecha y Hora: 2025-02-05 20:29:23 | ID Profesor: 12
Fecha y Hora: 2025-02-05 20:49:58 | ID Profesor: 12
Fecha y Hora: 2025-02-05 21:16:23 | ID Profesor: 35
Fecha y Hora: 2025-02-05 21:18:07 | ID Profesor: 35
Fecha y Hora: 2025-02-07 20:48:51 | ID Profesor: 12
Fecha y Hora: 2025-02-07 20:50:54 | ID Profesor: 35
Fecha y Hora: 2025-02-07 21:06:56 | ID Profesor: 35
Fecha y Hora: 2025-02-08 18:36:33 | ID Profesor: 12
Fecha y Hora: 2025-02-08 18:37:58 | ID Profesor: 35
Fecha y Hora: 2025-02-08 19:12:11 | ID Profesor: 35
Fecha y Hora: 2025-02-09 18:47:31 | ID Profesor: 35
Fecha y Hora: 2025-02-09 18:49:07 | ID Profesor: 35
Fecha y Hora: 2025-02-11 08:28:55 | ID Profesor: 12
Fecha y Hora: 2025-02-11 08:32:20 | ID Profesor: 12
Fecha y Hora: 2025-02-11 08:33:46 | ID Profesor: 35
Fecha y Hora: 2025-02-11 08:34:32 | ID Profesor: 35
Fecha y Hora: 2025-02-11 08:37:21 | ID Profesor: 12
Fecha y Hora: 2025-02-11 12:57:01 | ID Profesor: 12
Fecha y Hora: 2025-02-11 14:14:48 | ID Profesor: 12
Fecha y Hora: 2025-02-11 18:35:19 | ID Profesor: 12
Fecha y Hora: 2025-02-11 19:06:08 | ID Profesor: 12
Fecha y Hora: 2025-02-11 20:09:22 | ID Profesor: 12
Fecha y Hora: 2025-02-11 20:34:32 | ID Profesor: 12
Fecha y Hora: 2025-02-13 08:54:44 | ID Profesor: 12
Fecha y Hora: 2025-02-13 19:57:30 | ID Profesor: 12
Fecha y Hora: 2025-02-13 20:39:37 | ID Profesor: 12
Fecha y Hora: 2025-02-13 21:28:03 | ID Profesor: 12
Fecha y Hora: 2025-02-14 00:47:06 | ID Profesor: 12
Fecha y Hora: 2025-02-14 00:55:50 | ID Profesor: 12
Fecha y Hora: 2025-02-14 01:01:21 | ID Profesor: 12
Fecha y Hora: 2025-02-14 01:03:07 | ID Profesor: 12
